StudentName,StudentNumber,CourseName,CourseCode,Grades,CourseWeight,Instructor,Department,UniversityName,Location,Ranking
Robert Halley,314996,CRIMINAL JUSTICE AND FIRE PROTECTION,3302,86,0.5,Jerry Monk,Education,Vienna University of Technology,Israel,698
Nicholas Patridge,972725,ADVERTISING AND PUBLIC RELATIONS,5503,3,1.0,Wanda Harp,Engineering,China University of Geosciences (Wuhan),United Kingdom,58
Stephanie Burrell,654194,GENETICS,1903,3,1.0,Gaston Florian,Physical Sciences,University of Tehran,Australia,719
Chastity Wilson,182865,ZOOLOGY,6110,94,0.5,Francis Sanders,Physical Sciences,University of East Anglia,South Africa,507
Donald Kay,820887,ART HISTORY AND CRITICISM,2311,41,0.5,Charles Burnett,Social Science,Indian Institute of Technology Bombay,United States of America,734
Charles Camacho,151267,MISCELLANEOUS HEALTH MEDICAL PROFESSIONS,2301,88,1.0,Jason Emrick,Business,Bauman Moscow State Technical University,United Kingdom,159
Eduardo Hall,576207,JOURNALISM,1303,23,1.0,Barbara Sanford,Health,Marche Polytechnic University,Australia,27
Joseph Fuqua,891988,BUSINESS MANAGEMENT AND ADMINISTRATION,5500,81,0.5,Vivian Odell,Education,Ruhr University Bochum,Japan,517
Jo Malinowski,807560,SOCIAL WORK,3602,71,1.0,Jamie Hardy,Health,Inha University,China,701
Joseph Ford,100211,"ELECTRICAL, MECHANICAL, AND PRECISION TECHNOLOGIES AND PRODUCTION",5401,76,0.5,Grant Perry,Health,Federal University of São Carlos,Canada,385
Sergio Orem,170751,FAMILY AND CONSUMER SCIENCES,6107,66,0.5,Robert Smith,Communications & Journalism,Panjab University,Brazil,206
Mary Carroll,610510,AEROSPACE ENGINEERING,2411,10,0.5,Kimberly Hays,Education,Sheffield Hallam University,United States of America,354
Brittany Taylor,202228,INTERCULTURAL AND INTERNATIONAL STUDIES,2599,83,1.0,Margie Remington,Engineering,Glasgow Caledonian University,United States of America,309
Elizabeth Washington,663111,PHILOSOPHY AND RELIGIOUS STUDIES,5003,48,0.5,Vivian Odell,Psychology & Social Work,Osaka Prefecture University,United Kingdom,403
Dalton Norfleet,566312,ASTRONOMY AND ASTROPHYSICS,2400,8,0.5,Brian Davis,Education,University of Trento,France,453
Ralph Williams,824587,ADVERTISING AND PUBLIC RELATIONS,2504,28,0.5,Yvette Goheen,Humanities & Liberal Arts,Toyohashi University of Technology,China,341
Rodney Badillo,573415,GENERAL ENGINEERING,3603,98,1.0,June Hartley,Engineering,Saitama University,United States of America,17
Barbara Dunlop,983362,TEACHER EDUCATION: MULTIPLE LEVELS,2405,84,0.5,Barbara Dunlop,Engineering,Macquarie University,Australia,108
Tara Finney,480244,FAMILY AND CONSUMER SCIENCES,5000,31,0.5,Todd Pruitt,Social Science,KTH Royal Institute of Technology,Canada,159
